Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,
UV 1_280,,Cond,,Conc B,,Injection,,Run Log,,Fraction,,"UV 1_280_CUT_TEMP@100,BASEM",
ml,mAU,ml,mS/cm,ml,%,ml,Injection,ml,Logbook,ml,Fraction,ml,mAU
25.001816,3343.502686,50.014465,2.6961,,,,,,,,,25.009296,2.592364
25.009844,3343.575439,50.030525,2.696116,,,,,,,,,25.017324,2.592364
25.017874,3343.850342,50.046581,2.696094,,,,,,,,,25.025354,2.592364
25.025902,3344.078369,50.062641,2.696048,,,,,,,,,25.033382,2.592364
25.03393,3344.180908,50.078697,2.696006,,,,,,,,,25.04141,2.592364
25.04196,3344.314697,50.094757,2.69597,,,,,,,,,25.04944,2.592364
25.049988,3344.610107,50.110817,2.695947,,,,,,,,,25.057468,2.593806
25.058016,3344.530273,50.126873,2.695923,,,,,,,,,25.065496,2.595247
25.066046,3344.419678,50.142933,2.695871,,,,,,,,,25.073526,2.596688
25.074074,3344.342285,50.158993,2.695845,,,,,,,,,25.081554,2.598129
25.082102,3344.276367,50.175049,2.695823,,,,,,,,,25.089582,2.59957
25.090132,3344.080078,50.191109,2.695762,,,,,,,,,25.097612,2.601012
25.09816,3343.790039,50.207165,2.695785,,,,,,,,,25.10564,2.602453
25.106188,3343.538818,50.223225,2.695787,,,,,,,,,25.113668,2.603894
25.114218,3343.377441,50.239285,2.695815,,,,,,,,,25.121698,2.605335
25.122246,3343.323975,50.255341,2.695835,,,,,,,,,25.129726,2.606776
25.130274,3343.217529,50.2714,2.695894,,,,,,,,,25.137754,2.606776
25.138304,3343.005127,50.287457,2.695915,,,,,,,,,25.145784,2.606776
25.146332,3342.881104,50.303516,2.695959,,,,,,,,,25.153812,2.606776
25.15436,3342.710693,50.319576,2.696024,,,,,,,,,25.16184,2.606776
25.16239,3342.44873,50.335632,2.696087,,,,,,,,,25.16987,2.606776
25.170418,3342.412842,50.351692,2.696136,,,,,,,,,25.177898,2.606776
25.178446,3342.498779,50.367752,2.696189,,,,,,,,,25.185926,2.606776
25.186476,3342.473633,50.383808,2.696266,,,,,,,,,25.193956,2.606776
25.194504,3342.778809,50.399868,2.696332,,,,,,,,,25.201984,2.606776
25.202532,3342.991211,50.415924,2.696369,,,,,,,,,25.210012,2.606776
25.210562,3343.083984,50.431984,2.696424,,,,,,,,,25.218042,2.606776
25.21859,3343.110107,50.448044,2.69646,,,,,,,,,25.22607,2.606776
25.226618,3342.702637,50.4641,2.696454,,,,,,,,,25.234098,2.606776
25.234648,3342.671387,50.48016,2.696471,,,,,,,,,25.242128,2.606776
25.242676,3342.412354,50.496216,2.696514,,,,,,,,,25.250156,2.606776
25.250704,3342.36377,50.512276,2.696566,,,,,,,,,25.258184,2.606776
25.258734,3342.394531,50.528336,2.696568,,,,,,,,,25.266214,2.606776
25.266762,3342.699951,50.544392,2.696574,,,,,,,,,25.274242,2.606776
25.27479,3343.060547,50.560452,2.69663,,,,,,,,,25.28227,2.606776
25.28282,3343.29126,50.576511,2.696695,,,,,,,,,25.2903,2.606776
25.290848,3343.304932,50.592567,2.696714,,,,,,,,,25.298328,2.608219
25.298876,3343.479004,50.608627,2.696735,,,,,,,,,25.306356,2.609662
25.306906,3343.638672,50.624683,2.696765,,,,,,,,,25.314386,2.611104
25.314934,3343.3396,50.640743,2.696826,,,,,,,,,25.322414,2.612547
25.322962,3343.237061,50.656803,2.696852,,,,,,,,,25.330442,2.61399
25.330992,3343.363525,50.672859,2.696879,,,,,,,,,25.338472,2.615433
25.33902,3343.564209,50.688919,2.696947,,,,,,,,,25.3465,2.616875
25.347048,3343.812256,50.704975,2.697038,,,,,,,,,25.354528,2.618318
25.355078,3343.939697,50.721035,2.697122,,,,,,,,,25.362558,2.619761
25.363106,3344.193115,50.737095,2.6972,,,,,,,,,25.370586,2.621203
25.371134,3344.256592,50.753151,2.697148,,,,,,,,,25.378614,2.621203
25.379164,3344.314697,50.769211,2.697143,,,,,,,,,25.386644,2.621203
25.387192,3344.080566,50.785271,2.697146,,,,,,,,,25.394672,2.621203
25.39522,3344.209473,50.801327,2.697153,,,,,,,,,25.4027,2.621203
25.40325,3343.986816,50.817387,2.697165,,,,,,,,,25.41073,2.621203
25.411278,3343.894775,50.833443,2.697155,,,,,,,,,25.418758,2.621203
25.419306,3343.630859,50.849503,2.69714,,,,,,,,,25.426786,2.621203
25.427336,3343.181641,50.865562,2.697128,,,,,,,,,25.434816,2.621203
25.435364,3343.230957,50.881618,2.697135,,,,,,,,,25.442844,2.621203
25.443392,3343.218018,50.897678,2.69716,,,,,,,,,25.450872,2.621203
25.451422,3343.432617,50.913734,2.697184,,,,,,,,,25.458902,2.621203
25.45945,3343.335205,50.929794,2.697194,,,,,,,,,25.46693,2.621203
25.467478,3343.33374,50.945854,2.69718,,,,,,,,,25.474958,2.621203
25.475508,3343.434814,50.96191,2.697156,,,,,,,,,25.482988,2.621203
25.483536,3343.270508,50.97797,2.697114,,,,,,,,,25.491016,2.621203
25.491564,3343.19751,50.99403,2.697081,,,,,,,,,25.499044,2.621203
25.499594,3343.05957,51.010086,2.697077,,,,,,,,,25.507074,2.621203
25.507622,3342.881348,51.026146,2.697117,,,,,,,,,25.515102,2.621203
25.51565,3342.981201,51.042202,2.697062,,,,,,,,,25.52313,2.621203
25.52368,3343.302002,51.058262,2.697041,,,,,,,,,25.53116,2.621203
25.531708,3343.292969,51.074322,2.697047,,,,,,,,,25.539188,2.622648
25.539736,3343.154053,51.090378,2.697123,,,,,,,,,25.547216,2.624092
25.547766,3342.958984,51.106438,2.697151,,,,,,,,,25.555246,2.625535
25.555794,3342.90918,51.122494,2.697143,,,,,,,,,25.563274,2.62698
25.563822,3342.755615,51.138554,2.697143,,,,,,,,,25.571302,2.628424
25.571852,3342.539795,51.154613,2.697047,,,,,,,,,25.579332,2.629868
25.57988,3342.43042,51.17067,2.697019,,,,,,,,,25.58736,2.631312
25.587908,3342.419189,51.186729,2.697053,,,,,,,,,25.595388,2.632756
25.595938,3342.440186,51.202789,2.697061,,,,,,,,,25.603418,2.6342
25.603966,3342.269531,51.218845,2.69706,,,,,,,,,25.611446,2.635644
25.611994,3342.509277,51.234905,2.697048,,,,,,,,,25.619474,2.635644
25.620024,3342.544434,51.250961,2.697032,,,,,,,,,25.627504,2.635644
25.628052,3342.443115,51.267021,2.69698,,,,,,,,,25.635532,2.635644
25.63608,3343.053955,51.283081,2.696949,,,,,,,,,25.64356,2.635644
25.64411,3343.213623,51.299137,2.696943,,,,,,,,,25.65159,2.635644
25.652138,3343.520264,51.315197,2.69696,,,,,,,,,25.659618,2.635644
25.660166,3343.582275,51.331253,2.696973,,,,,,,,,25.667646,2.635644
25.668196,3343.746094,51.347313,2.696983,,,,,,,,,25.675676,2.635644
25.676224,3343.547607,51.363373,2.697048,,,,,,,,,25.683704,2.635644
25.684252,3343.354004,51.379429,2.697109,,,,,,,,,25.691732,2.635644
25.692282,3343.335205,51.395489,2.697127,,,,,,,,,25.699762,2.635644
25.70031,3343.272705,51.411549,2.697181,,,,,,,,,25.70779,2.635644
25.708338,3343.480713,51.427605,2.697213,,,,,,,,,25.715818,2.635644
25.716368,3343.597168,51.443665,2.697225,,,,,,,,,25.723848,2.635644
25.724396,3343.468018,51.459721,2.697234,,,,,,,,,25.731876,2.635644
25.732424,3343.600342,51.47578,2.697243,,,,,,,,,25.739904,2.635644
25.740454,3343.835205,51.49184,2.697249,,,,,,,,,25.747934,2.635644
25.748482,3343.998779,51.507896,2.697297,,,,,,,,,25.755962,2.635644
25.75651,3343.977783,51.523956,2.697273,,,,,,,,,25.76399,2.635644
25.76454,3343.998291,51.540012,2.697306,,,,,,,,,25.77202,2.635644
25.772568,3344.156006,51.556072,2.697309,,,,,,,,,25.780048,2.637089
25.780596,3344.225586,51.572132,2.697234,,,,,,,,,25.788076,2.638535
25.788626,3344.240234,51.588188,2.697204,,,,,,,,,25.796106,2.63998
25.796654,3344.352051,51.604248,2.69711,,,,,,,,,25.804134,2.641425
25.804682,3344.598877,51.620308,2.69708,,,,,,,,,25.812162,2.64287
25.812712,3344.838379,51.636364,2.697122,,,,,,,,,25.820192,2.644316
25.82074,3344.885498,51.652424,2.697197,,,,,,,,,25.82822,2.645761
25.828768,3345.105957,51.66848,2.697196,,,,,,,,,25.836248,2.647206
25.836798,3345.311035,51.68454,2.697204,,,,,,,,,25.844278,2.648652
25.844826,3344.939209,51.7006,2.697239,,,,,,,,,25.852306,2.650097
25.852854,3344.75415,51.716656,2.697283,,,,,,,,,25.860334,2.650097
25.860884,3344.579834,51.732716,2.69734,,,,,,,,,25.868364,2.650097
25.868912,3344.4021,51.748772,2.6974,,,,,,,,,25.876392,2.650097
25.87694,3344.335693,51.764832,2.697457,,,,,,,,,25.88442,2.650097
25.88497,3344.664063,51.780891,2.697488,,,,,,,,,25.89245,2.650097
25.892998,3344.733643,51.796947,2.697499,,,,,,,,,25.900478,2.650097
25.901026,3344.474854,51.813007,2.697523,,,,,,,,,25.908506,2.650097
25.909056,3344.501221,51.829067,2.697545,,,,,,,,,25.916536,2.650097
25.917084,3344.586914,51.845123,2.697559,,,,,,,,,25.924564,2.650097
25.925112,3344.577637,51.861183,2.697552,,,,,,,,,25.932592,2.650097
25.933142,3344.76123,51.877239,2.697543,,,,,,,,,25.940622,2.650097
25.94117,3344.830078,51.893299,2.697484,,,,,,,,,25.94865,2.650097
25.949198,3344.712891,51.909359,2.697383,,,,,,,,,25.956678,2.650097
25.957228,3344.627686,51.925415,2.697391,,,,,,,,,25.964708,2.650097
25.965256,3344.764893,51.941475,2.697468,,,,,,,,,25.972736,2.650097
25.973284,3344.855957,51.957531,2.697493,,,,,,,,,25.980764,2.650097
25.981314,3344.679932,51.973591,2.697512,,,,,,,,,25.988794,2.650097
25.989342,3344.63916,51.989651,2.697552,,,,,,,,,25.996822,2.650097
25.99737,3344.648682,52.005707,2.697589,,,,,,,,,26.00485,2.650097
26.0054,3344.42334,52.021767,2.697612,,,,,,,,,26.01288,2.650097
26.013428,3344.225342,52.037827,2.697658,,,,,,,,,26.020908,2.651543
26.021456,3343.947754,52.053883,2.697616,,,,,,,,,26.028936,2.65299
26.029486,3343.568604,52.069942,2.697543,,,,,,,,,26.036966,2.654436
26.037514,3343.359375,52.085999,2.697474,,,,,,,,,26.044994,2.655883
26.045542,3343.358643,52.102058,2.697409,,,,,,,,,26.053022,2.657329
26.053572,3343.351807,52.118118,2.697303,,,,,,,,,26.061052,2.658775
26.0616,3343.642822,52.134174,2.697239,,,,,,,,,26.06908,2.660222
26.069628,3343.641602,52.150234,2.697217,,,,,,,,,26.077108,2.661668
26.077658,3343.619141,52.16629,2.697247,,,,,,,,,26.085138,2.663115
26.085686,3343.395508,52.18235,2.697263,,,,,,,,,26.093166,2.664561
26.093714,3343.068115,52.19841,2.697242,,,,,,,,,26.101194,2.664561
26.101744,3343.235107,52.214466,2.697246,,,,,,,,,26.109224,2.664561
26.109772,3343.425781,52.230526,2.697264,,,,,,,,,26.117252,2.664561
26.1178,3343.407715,52.246586,2.697262,,,,,,,,,26.12528,2.664561
26.12583,3343.282227,52.262642,2.69726,,,,,,,,,26.13331,2.664561
26.133858,3343.46875,52.278702,2.697296,,,,,,,,,26.141338,2.664561
26.141886,3343.08374,52.294758,2.697367,,,,,,,,,26.149366,2.664561
26.149916,3342.813721,52.310818,2.697454,,,,,,,,,26.157396,2.664561
26.157944,3342.859863,52.326878,2.697525,,,,,,,,,26.165424,2.664561
26.165972,3342.915527,52.342934,2.697611,,,,,,,,,26.173452,2.664561
26.174002,3342.793945,52.358994,2.697629,,,,,,,,,26.181482,2.664561
26.18203,3342.646484,52.37505,2.697624,,,,,,,,,26.18951,2.664561
26.190058,3342.872803,52.391109,2.697684,,,,,,,,,26.197538,2.664561
26.198088,3342.921387,52.407169,2.697693,,,,,,,,,26.205568,2.664561
26.206116,3342.924805,52.423225,2.697704,,,,,,,,,26.213596,2.664561
26.214144,3343.201904,52.439285,2.697785,,,,,,,,,26.221624,2.664561
26.222174,3343.307373,52.455345,2.697823,,,,,,,,,26.229654,2.664561
26.230202,3343.464844,52.471401,2.697786,,,,,,,,,26.237682,2.664561
26.23823,3343.545654,52.487461,2.697775,,,,,,,,,26.24571,2.664561
26.24626,3343.28418,52.503517,2.697809,,,,,,,,,26.25374,2.664561
26.254288,3342.925537,52.519577,2.697833,,,,,,,,,26.261768,2.666008
26.262316,3343.041992,52.535637,2.697825,,,,,,,,,26.269796,2.667456
26.270346,3343.137207,52.551693,2.697817,,,,,,,,,26.277826,2.668903
26.278374,3343.235596,52.567753,2.697829,,,,,,,,,26.285854,2.670351
26.286402,3343.156982,52.583809,2.697838,,,,,,,,,26.293882,2.671798
26.294432,3343.587402,52.599869,2.697846,,,,,,,,,26.301912,2.673245
26.30246,3343.626221,52.615929,2.697856,,,,,,,,,26.30994,2.674693
26.310488,3343.422119,52.631985,2.697851,,,,,,,,,26.317968,2.67614
26.318518,3343.53418,52.648045,2.697817,,,,,,,,,26.325998,2.677588
26.326546,3343.43335,52.664104,2.697778,,,,,,,,,26.334026,2.679035
26.334574,3343.638428,52.680161,2.697748,,,,,,,,,26.342054,2.679035
26.342604,3343.581055,52.69622,2.697705,,,,,,,,,26.350084,2.679035
26.350632,3344.012207,52.712276,2.69767,,,,,,,,,26.358112,2.679035
26.35866,3343.977051,52.728336,2.697693,,,,,,,,,26.36614,2.679035
26.36669,3343.899658,52.744396,2.697724,,,,,,,,,26.37417,2.679035
26.374718,3343.821045,52.760452,2.697676,,,,,,,,,26.382198,2.679035
26.382746,3343.762207,52.776512,2.697698,,,,,,,,,26.390226,2.679035
26.390776,3343.837158,52.792568,2.697767,,,,,,,,,26.398256,2.679035
26.398804,3343.739014,52.808628,2.697764,,,,,,,,,26.406284,2.679035
26.406832,3343.790039,52.824688,2.697744,,,,,,,,,26.414312,2.679035
26.414862,3343.796631,52.840744,2.697724,,,,,,,,,26.422342,2.679035
26.42289,3343.715576,52.856804,2.697679,,,,,,,,,26.43037,2.679035
26.430918,3343.617432,52.872864,2.69764,,,,,,,,,26.438398,2.679035
26.438948,3343.696045,52.88892,2.697628,,,,,,,,,26.446428,2.679035
26.446976,3343.875,52.90498,2.697613,,,,,,,,,26.454456,2.679035
26.455004,3344.149658,52.921036,2.697592,,,,,,,,,26.462484,2.679035
26.463034,3344.444824,52.937096,2.697518,,,,,,,,,26.470514,2.679035
26.471062,3344.43042,52.953156,2.697461,,,,,,,,,26.478542,2.679035
26.47909,3344.342529,52.969212,2.697419,,,,,,,,,26.48657,2.679035
26.48712,3344.174805,52.985271,2.697373,,,,,,,,,26.4946,2.679035
26.495148,3344.36377,53.001331,2.697369,,,,,,,,,26.502628,2.679035
26.503176,3344.24585,53.017387,2.697392,,,,,,,,,26.510656,2.679035
26.511206,3344.1604,53.033447,2.697336,,,,,,,,,26.518686,2.679035
26.519234,3344.102783,53.049503,2.697253,,,,,,,,,26.526714,2.679035
26.527262,3343.954102,53.065563,2.697214,,,,,,,,,26.534742,2.679035
26.535292,3343.75,53.081623,2.697208,,,,,,,,,26.542772,2.679035
26.54332,3343.568848,53.097679,2.697209,,,,,,,,,26.5508,2.679035
26.551348,3343.746826,53.113739,2.697203,,,,,,,,,26.558828,2.679035
26.559378,3343.204102,53.129795,2.697214,,,,,,,,,26.566858,2.679035
26.567406,3343.202393,53.145855,2.697229,,,,,,,,,26.574886,2.679035
26.575434,3343.278809,53.161915,2.69724,,,,,,,,,26.582914,2.680484
26.583464,3343.218506,53.177971,2.697284,,,,,,,,,26.590944,2.681932
26.591492,3343.53833,53.194031,2.697283,,,,,,,,,26.598972,2.68338
26.59952,3343.556885,53.210091,2.697273,,,,,,,,,26.607,2.684828
26.60755,3343.464844,53.226147,2.697284,,,,,,,,,26.61503,2.686277
26.615578,3343.395752,53.242207,2.697317,,,,,,,,,26.623058,2.687725
26.623606,3343.219238,53.258263,2.697362,,,,,,,,,26.631086,2.689173
26.631636,3343.02417,53.274323,2.697345,,,,,,,,,26.639116,2.690622
26.639664,3342.983887,53.290382,2.69734,,,,,,,,,26.647144,2.69207
26.647692,3342.900879,53.306438,2.69736,,,,,,,,,26.655172,2.693518
26.655722,3342.864502,53.322498,2.697319,,,,,,,,,26.663202,2.693518
26.66375,3342.848145,53.338554,2.697338,,,,,,,,,26.67123,2.693518
26.671778,3342.816895,53.354614,2.697377,,,,,,,,,26.679258,2.693518
26.679808,3342.634277,53.370674,2.697448,,,,,,,,,26.687288,2.693518
26.687836,3342.429688,53.38673,2.697503,,,,,,,,,26.695316,2.693518
26.695864,3342.5625,53.40279,2.697564,,,,,,,,,26.703344,2.693518
26.703894,3342.574951,53.41885,2.697582,,,,,,,,,26.711374,2.693518
26.711922,3342.379883,53.434906,2.697573,,,,,,,,,26.719402,2.693518
26.71995,3342.259521,53.450966,2.697593,,,,,,,,,26.72743,2.693518
26.72798,3342.419922,53.467022,2.697593,,,,,,,,,26.73546,2.693518
26.736008,3342.541016,53.483082,2.69758,,,,,,,,,26.743488,2.693518
26.744036,3342.819336,53.499142,2.697577,,,,,,,,,26.751516,2.693518
26.752066,3342.893799,53.515198,2.697604,,,,,,,,,26.759546,2.693518
26.760094,3343.040527,53.531258,2.697661,,,,,,,,,26.767574,2.693518
26.768122,3343.12085,53.547314,2.697717,,,,,,,,,26.775602,2.693518
26.776152,3343.304199,53.563374,2.697746,,,,,,,,,26.783632,2.693518
26.78418,3343.134277,53.579433,2.697765,,,,,,,,,26.79166,2.693518
26.792208,3343.061523,53.59549,2.69778,,,,,,,,,26.799688,2.693518
26.800238,3342.880371,53.611549,2.697755,,,,,,,,,26.807718,2.693518
26.808266,3343.088135,53.627609,2.697763,,,,,,,,,26.815746,2.693518
26.816294,3343.166016,53.643665,2.697802,,,,,,,,,26.823774,2.694967
26.824324,3343.381104,53.659725,2.697858,,,,,,,,,26.831804,2.696416
26.832352,3343.46167,53.675781,2.69787,,,,,,,,,26.839832,2.697865
26.84038,3343.557129,53.691841,2.697888,,,,,,,,,26.84786,2.699314
26.84841,3343.841797,53.707901,2.69793,,,,,,,,,26.85589,2.700763
26.856438,3344.076172,53.723957,2.697949,,,,,,,,,26.863918,2.702213
26.864466,3344.146484,53.740017,2.697979,,,,,,,,,26.871946,2.703662
26.872496,3344.102051,53.756073,2.69802,,,,,,,,,26.879976,2.705111
26.880524,3344.146973,53.772133,2.698054,,,,,,,,,26.888004,2.70656
26.888552,3344.350342,53.788193,2.698035,,,,,,,,,26.896032,2.708009
26.896582,3344.399902,53.804249,2.698046,,,,,,,,,26.904062,2.708009
26.90461,3344.235107,53.820309,2.698027,,,,,,,,,26.91209,2.708009
26.912638,3344.185547,53.836369,2.697989,,,,,,,,,26.920118,2.708009
26.920668,3344.372803,53.852425,2.697999,,,,,,,,,26.928148,2.708009
26.928696,3344.525635,53.868484,2.698005,,,,,,,,,26.936176,2.708009
26.936724,3344.442383,53.884541,2.697966,,,,,,,,,26.944204,2.708009
26.944754,3344.332275,53.9006,2.697914,,,,,,,,,26.952234,2.708009
26.952782,3344.331787,53.91666,2.697883,,,,,,,,,26.960262,2.708009
26.96081,3344.557373,53.932716,2.697882,,,,,,,,,26.96829,2.708009
26.96884,3344.193848,53.948776,2.697831,,,,,,,,,26.97632,2.708009
26.976868,3344.06543,53.964832,2.697757,,,,,,,,,26.984348,2.708009
26.984896,3344.134521,53.980892,2.697737,,,,,,,,,26.992376,2.708009
26.992926,3344.001709,53.996952,2.6977,,,,,,,,,27.000406,2.708009
27.000954,3343.987793,54.013008,2.697626,,,,,,,,,27.008434,2.708009
27.008982,3343.929443,54.029068,2.697583,,,,,,,,,27.016462,2.708009
27.017012,3343.661133,54.045128,2.697546,,,,,,,,,27.024492,2.708009
27.02504,3343.852539,54.061184,2.697512,,,,,,,,,27.03252,2.708009
27.033068,3343.747314,54.077244,2.697451,,,,,,,,,27.040548,2.708009
27.041098,3343.769775,54.0933,2.697345,,,,,,,,,27.048578,2.708009
27.049126,3343.759033,54.10936,2.697298,,,,,,,,,27.056606,2.708009
27.057154,3343.489746,54.12542,2.697294,,,,,,,,,27.064634,2.709459
27.065184,3343.203125,54.141476,2.697269,,,,,,,,,27.072664,2.710908
27.073212,3343.096191,54.157536,2.697259,,,,,,,,,27.080692,2.712358
27.08124,3343.068359,54.173592,2.697188,,,,,,,,,27.08872,2.713808
27.08927,3342.977539,54.189651,2.69714,,,,,,,,,27.09675,2.715257
27.097298,3342.865967,54.205711,2.697121,,,,,,,,,27.104778,2.716707
27.105326,3342.794922,54.221767,2.697169,,,,,,,,,27.112806,2.718157
27.113356,3342.844482,54.237827,2.697121,,,,,,,,,27.120836,2.719607
27.121384,3342.934326,54.253887,2.697097,,,,,,,,,27.128864,2.721056
27.129412,3342.890381,54.269943,2.697057,,,,,,,,,27.136892,2.722506
27.137442,3343.021484,54.286003,2.697001,,,,,,,,,27.144922,2.722506
27.14547,3342.901367,54.302059,2.696969,,,,,,,,,27.15295,2.722506
27.153498,3342.948975,54.318119,2.696937,,,,,,,,,27.160978,2.722506
27.161528,3342.710449,54.334179,2.696925,,,,,,,,,27.169008,2.722506
27.169556,3342.38208,54.350235,2.69692,,,,,,,,,27.177036,2.722506
27.177584,3342.527344,54.366295,2.696912,,,,,,,,,27.185064,2.722506
27.185614,3342.942871,54.382351,2.696925,,,,,,,,,27.193094,2.722506
27.193642,3342.850586,54.398411,2.696959,,,,,,,,,27.201122,2.722506
27.20167,3343.312256,54.414471,2.696992,,,,,,,,,27.20915,2.722506
27.2097,3343.376465,54.430527,2.697028,,,,,,,,,27.21718,2.722506
27.217728,3343.483398,54.446587,2.697068,,,,,,,,,27.225208,2.722506
27.225756,3343.794678,54.462646,2.697076,,,,,,,,,27.233236,2.722506
27.233786,3343.600098,54.478703,2.697059,,,,,,,,,27.241266,2.722506
27.241814,3343.814697,54.494762,2.69709,,,,,,,,,27.249294,2.722506
27.249842,3343.977783,54.510818,2.697123,,,,,,,,,27.257322,2.722506
27.257872,3344.01001,54.526878,2.69706,,,,,,,,,27.265352,2.722506
27.2659,3344.094238,54.542938,2.697038,,,,,,,,,27.27338,2.722506
27.273928,3344.194336,54.558994,2.69704,,,,,,,,,27.281408,2.722506
27.281958,3344.165039,54.575054,2.697073,,,,,,,,,27.289438,2.722506
27.289986,3344.335693,54.59111,2.697044,,,,,,,,,27.297466,2.722506
27.298014,3344.489258,54.60717,2.696986,,,,,,,,,27.305494,2.723956
27.306044,3344.615234,54.62323,2.696943,,,,,,,,,27.313524,2.725407
27.314072,3344.83667,54.639286,2.696846,,,,,,,,,27.321552,2.726857
27.3221,3344.840332,54.655346,2.696834,,,,,,,,,27.32958,2.728307
27.33013,3344.695557,54.671406,2.696826,,,,,,,,,27.33761,2.729758
27.338158,3344.652832,54.687462,2.696901,,,,,,,,,27.345638,2.731208
27.346186,3344.443848,54.703522,2.696926,,,,,,,,,27.353666,2.732658
27.354216,3344.546631,54.719578,2.696951,,,,,,,,,27.361696,2.734108
27.362244,3344.423096,54.735638,2.696954,,,,,,,,,27.369724,2.735559
27.370272,3344.59082,54.751698,2.696936,,,,,,,,,27.377752,2.737009
27.378302,3344.621338,54.767754,2.696937,,,,,,,,,27.385782,2.737009
27.38633,3344.673096,54.783813,2.697009,,,,,,,,,27.39381,2.737009
27.394358,3344.708496,54.79987,2.697047,,,,,,,,,27.401838,2.737009
27.402388,3345.231201,54.815929,2.69704,,,,,,,,,27.409868,2.737009
27.410416,3345.035889,54.831989,2.697035,,,,,,,,,27.417896,2.737009
27.418444,3345.106201,54.848045,2.697051,,,,,,,,,27.425924,2.737009
27.426474,3345.066895,54.864105,2.697082,,,,,,,,,27.433954,2.737009
27.434502,3344.810059,54.880165,2.697113,,,,,,,,,27.441982,2.737009
27.44253,3344.811035,54.896221,2.697168,,,,,,,,,27.45001,2.737009
27.45056,3344.398926,54.912281,2.697236,,,,,,,,,27.45804,2.737009
27.458588,3343.950928,54.928337,2.697261,,,,,,,,,27.466068,2.737009
27.466616,3343.94165,54.944397,2.697261,,,,,,,,,27.474096,2.737009
27.474646,3344.058594,54.960457,2.697284,,,,,,,,,27.482126,2.737009
27.482674,3344.247559,54.976513,2.697323,,,,,,,,,27.490154,2.737009
27.490702,3344.384033,54.992573,2.697379,,,,,,,,,27.498182,2.737009
27.498732,3344.465088,55.008629,2.697447,,,,,,,,,27.506212,2.737009
27.50676,3344.545166,55.024689,2.697447,,,,,,,,,27.51424,2.737009
27.514788,3344.57251,55.040749,2.697425,,,,,,,,,27.522268,2.737009
27.522818,3344.432129,55.056805,2.69745,,,,,,,,,27.530298,2.737009
27.530846,3344.294434,55.072865,2.697515,,,,,,,,,27.538326,2.737009
27.538874,3344.30249,55.088924,2.697536,,,,,,,,,27.546354,2.73846
27.546904,3344.299561,55.10498,2.697513,,,,,,,,,27.554384,2.739911
27.554932,3344.141602,55.12104,2.697523,,,,,,,,,27.562412,2.741361
27.56296,3344.202881,55.137096,2.69757,,,,,,,,,27.57044,2.742812
27.57099,3344.339844,55.153156,2.697618,,,,,,,,,27.57847,2.744263
27.579018,3344.131348,55.169216,2.697665,,,,,,,,,27.586498,2.745713
27.587046,3343.856201,55.185272,2.69766,,,,,,,,,27.594526,2.747164
27.595076,3343.547119,55.201332,2.697638,,,,,,,,,27.602556,2.748615
27.603104,3343.301758,55.217388,2.697631,,,,,,,,,27.610584,2.750066
27.611132,3342.925049,55.233448,2.697621,,,,,,,,,27.618612,2.751517
27.619162,3342.964844,55.249508,2.697624,,,,,,,,,27.626642,2.751517
27.62719,3343.064697,55.265564,2.697611,,,,,,,,,27.63467,2.751517
27.635218,3342.874756,55.281624,2.697544,,,,,,,,,27.642698,2.751517
27.643248,3342.765869,55.297684,2.697495,,,,,,,,,27.650728,2.751517
27.651276,3342.973633,55.31374,2.697454,,,,,,,,,27.658756,2.751517
27.659304,3343.366943,55.3298,2.697392,,,,,,,,,27.666784,2.751517
27.667334,3343.727783,55.345856,2.697411,,,,,,,,,27.674814,2.751517
27.675362,3343.662598,55.361916,2.69748,,,,,,,,,27.682842,2.751517
27.68339,3343.480469,55.377975,2.697555,,,,,,,,,27.69087,2.751517
27.69142,3343.232422,55.394032,2.697582,,,,,,,,,27.6989,2.751517
27.699448,3343.010986,55.410091,2.697613,,,,,,,,,27.706928,2.751517
27.707476,3342.678467,55.426147,2.697579,,,,,,,,,27.714956,2.751517
27.715506,3342.446045,55.442207,2.697583,,,,,,,,,27.722986,2.751517
27.723534,3342.479736,55.458267,2.697593,,,,,,,,,27.731014,2.751517
27.731562,3342.491211,55.474323,2.697614,,,,,,,,,27.739042,2.751517
27.739592,3342.648438,55.490383,2.697619,,,,,,,,,27.747072,2.751517
27.74762,3342.662842,55.506443,2.697659,,,,,,,,,27.7551,2.751517
27.755648,3342.826172,55.522499,2.697654,,,,,,,,,27.763128,2.751517
27.763678,3343.168213,55.538559,2.697692,,,,,,,,,27.771158,2.751517
27.771706,3343.102051,55.554615,2.697753,,,,,,,,,27.779186,2.751517
27.779734,3342.861572,55.570675,2.697758,,,,,,,,,27.787214,2.752968
27.787764,3342.984375,55.586735,2.697794,,,,,,,,,27.795244,2.754419
27.795792,3343.447998,55.602791,2.697783,,,,,,,,,27.803272,2.75587
27.80382,3343.625244,55.618851,2.697806,,,,,,,,,27.8113,2.757321
27.81185,3343.584473,55.634907,2.697843,,,,,,,,,27.81933,2.758772
27.819878,3343.290283,55.650967,2.697865,,,,,,,,,27.827358,2.760223
27.827906,3343.312988,55.667027,2.69783,,,,,,,,,27.835386,2.761674
27.835936,3343.384033,55.683083,2.697784,,,,,,,,,27.843416,2.763125
