Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,
UV 1_280,,Cond,,Conc B,,Injection,,Run Log,,Fraction,,"UV 1_280_CUT_TEMP@100,BASEM",
ml,mAU,ml,mS/cm,ml,%,ml,Injection,ml,Logbook,ml,Fraction,ml,mAU
95.365044,3408.425293,190.750366,56.945297,,,,,,,,,95.372528,6.182883
95.37307,3408.139648,190.766434,56.95985,,,,,,,,,95.380554,6.182883
95.381104,3407.932373,190.782486,56.974316,,,,,,,,,95.38858,6.184113
95.38913,3407.751465,190.798553,56.988464,,,,,,,,,95.396614,6.185341
95.397156,3407.662598,190.814606,57.002743,,,,,,,,,95.40464,6.186571
95.40519,3407.693604,190.830658,57.017197,,,,,,,,,95.412666,6.1878
95.413216,3407.412109,190.846725,57.031181,,,,,,,,,95.4207,6.189029
95.421242,3407.231445,190.862778,57.044743,,,,,,,,,95.428726,6.190258
95.429276,3407.301514,190.878845,57.058231,,,,,,,,,95.436752,6.191487
95.437302,3406.953613,190.894897,57.07151,,,,,,,,,95.444786,6.192717
95.445328,3406.821533,190.91095,57.084648,,,,,,,,,95.452812,6.193945
95.453362,3406.655029,190.927017,57.097721,,,,,,,,,95.460838,6.195175
95.461388,3406.657227,190.943069,57.110695,,,,,,,,,95.468872,6.195175
95.469414,3406.574707,190.959137,57.123585,,,,,,,,,95.476898,6.195175
95.477448,3406.828369,190.975189,57.136566,,,,,,,,,95.484924,6.195175
95.485474,3406.721924,190.991241,57.149731,,,,,,,,,95.492958,6.195175
95.4935,3406.987549,191.007309,57.162708,,,,,,,,,95.500984,6.195175
95.501534,3406.934814,191.023361,57.175587,,,,,,,,,95.50901,6.195175
95.50956,3407.266113,191.039429,57.18858,,,,,,,,,95.517044,6.195175
95.517586,3407.438232,191.055481,57.201164,,,,,,,,,95.52507,6.195175
95.52562,3407.50708,191.071533,57.213818,,,,,,,,,95.533096,6.195175
95.533646,3407.591064,191.087601,57.226246,,,,,,,,,95.54113,6.195175
95.541672,3407.472656,191.103653,57.238972,,,,,,,,,95.549156,6.195175
95.549706,3407.394043,191.11972,57.251625,,,,,,,,,95.557182,6.195175
95.557732,3407.467773,191.135773,57.263966,,,,,,,,,95.565216,6.195175
95.565758,3407.154785,191.151825,57.275967,,,,,,,,,95.573242,6.195175
95.573792,3407.150879,191.167892,57.28809,,,,,,,,,95.581268,6.195175
95.581818,3407.381104,191.183945,57.299946,,,,,,,,,95.589302,6.195175
95.589844,3407.598145,191.200012,57.31179,,,,,,,,,95.597328,6.195175
95.597878,3407.8396,191.216064,57.323528,,,,,,,,,95.605354,6.195175
95.605904,3407.674561,191.232117,57.335083,,,,,,,,,95.613388,6.195175
95.61393,3407.463135,191.248184,57.34684,,,,,,,,,95.621414,6.195175
95.621964,3407.689209,191.264236,57.359074,,,,,,,,,95.62944,6.195175
95.62999,3408.04248,191.280304,57.371887,,,,,,,,,95.637474,6.195175
95.638016,3408.23877,191.296356,57.385166,,,,,,,,,95.6455,6.195175
95.646049,3408.328613,191.312408,57.398651,,,,,,,,,95.653526,6.195175
95.654076,3408.954346,191.328476,57.412636,,,,,,,,,95.66156,6.195175
95.662102,3409.421387,191.344528,57.426956,,,,,,,,,95.669586,6.195175
95.670135,3409.406738,191.360596,57.441425,,,,,,,,,95.677612,6.195175
95.678162,3409.422607,191.376648,57.455769,,,,,,,,,95.685646,6.195175
95.686188,3409.608887,191.3927,57.470276,,,,,,,,,95.693672,6.195175
95.694221,3409.38208,191.408768,57.485126,,,,,,,,,95.701698,6.195175
95.702248,3409.105713,191.42482,57.500019,,,,,,,,,95.709732,6.196381
95.710274,3409.349609,191.440887,57.514622,,,,,,,,,95.717758,6.197588
95.718307,3409.522461,191.45694,57.528797,,,,,,,,,95.725784,6.198794
95.726334,3409.306641,191.472992,57.543152,,,,,,,,,95.733818,6.200001
95.73436,3409.027832,191.489059,57.557156,,,,,,,,,95.741844,6.201208
95.742393,3408.952393,191.505112,57.571106,,,,,,,,,95.74987,6.202414
95.75042,3409.087891,191.521179,57.585007,,,,,,,,,95.757904,6.203621
95.758446,3409.459473,191.537231,57.599003,,,,,,,,,95.76593,6.204827
95.766479,3409.279053,191.553284,57.613522,,,,,,,,,95.773956,6.206034
95.774506,3409.50415,191.569351,57.627739,,,,,,,,,95.78199,6.207241
95.782532,3409.407471,191.585403,57.641762,,,,,,,,,95.790016,6.207241
95.790565,3409.561768,191.601471,57.655499,,,,,,,,,95.798042,6.207241
95.798592,3409.365479,191.617523,57.669567,,,,,,,,,95.806076,6.207241
95.806618,3409.212891,191.633591,57.683601,,,,,,,,,95.814102,6.207241
95.814651,3409.520996,191.649643,57.697746,,,,,,,,,95.822128,6.207241
95.822678,3409.909424,191.665695,57.711609,,,,,,,,,95.830162,6.207241
95.830704,3410.043945,191.681763,57.725723,,,,,,,,,95.838188,6.207241
95.838737,3410.148682,191.697815,57.739983,,,,,,,,,95.846214,6.207241
95.846764,3410.35083,191.713882,57.754337,,,,,,,,,95.854248,6.207241
95.85479,3410.356201,191.729935,57.768631,,,,,,,,,95.862274,6.207241
95.862823,3410.128174,191.745987,57.782822,,,,,,,,,95.8703,6.207241
95.87085,3410.143311,191.762054,57.797123,,,,,,,,,95.878334,6.207241
95.878876,3410.016846,191.778107,57.811619,,,,,,,,,95.88636,6.207241
95.886909,3409.790283,191.794174,57.826256,,,,,,,,,95.894386,6.207241
95.894936,3409.920166,191.810226,57.840794,,,,,,,,,95.90242,6.207241
95.902962,3410.182617,191.826279,57.855267,,,,,,,,,95.910446,6.207241
95.910995,3410.24292,191.842346,57.869724,,,,,,,,,95.918472,6.207241
95.919022,3410.189209,191.858398,57.88406,,,,,,,,,95.926506,6.207241
95.927048,3409.775879,191.874466,57.898312,,,,,,,,,95.934532,6.207241
95.935081,3410.029541,191.890518,57.912491,,,,,,,,,95.942558,6.207241
95.943108,3410.489258,191.90657,57.92667,,,,,,,,,95.950592,6.208425
95.951134,3410.482666,191.922638,57.940819,,,,,,,,,95.958618,6.20961
95.959167,3410.047363,191.93869,57.95483,,,,,,,,,95.966644,6.210794
95.967194,3409.704102,191.954758,57.968784,,,,,,,,,95.974678,6.211978
95.97522,3409.958496,191.97081,57.982971,,,,,,,,,95.982704,6.213163
95.983253,3409.743164,191.986862,57.996967,,,,,,,,,95.99073,6.214347
95.99128,3409.66748,192.00293,58.011364,,,,,,,,,95.998764,6.215532
95.999306,3409.445313,192.018982,58.025707,,,,,,,,,96.00679,6.216716
96.007339,3409.843018,192.035049,58.040188,,,,,,,,,96.014816,6.217901
96.015366,3410.341797,192.051102,58.054489,,,,,,,,,96.02285,6.219085
96.023392,3410.641113,192.067154,58.068607,,,,,,,,,96.030876,6.219085
96.031425,3410.63916,192.083221,58.082455,,,,,,,,,96.038902,6.219085
96.039452,3410.577881,192.099274,58.096401,,,,,,,,,96.046936,6.219085
96.047478,3410.361328,192.115341,58.11071,,,,,,,,,96.054962,6.219085
96.055511,3410.128662,192.131393,58.125412,,,,,,,,,96.062988,6.219085
96.063538,3409.810059,192.147446,58.139645,,,,,,,,,96.071022,6.219085
96.071564,3409.338867,192.163513,58.153404,,,,,,,,,96.079048,6.219085
96.079597,3409.173096,192.179565,58.166897,,,,,,,,,96.087074,6.219085
96.087624,3409.427246,192.195633,58.180885,,,,,,,,,96.095108,6.219085
96.09565,3409.588623,192.211685,58.194908,,,,,,,,,96.103134,6.219085
96.103683,3409.339111,192.227737,58.208649,,,,,,,,,96.11116,6.219085
96.11171,3409.249512,192.243805,58.222355,,,,,,,,,96.119194,6.219085
96.119736,3409.236328,192.259857,58.235737,,,,,,,,,96.12722,6.219085
96.127769,3409.201172,192.275925,58.248909,,,,,,,,,96.135246,6.219085
96.135796,3409.188232,192.291977,58.261948,,,,,,,,,96.14328,6.219085
96.143822,3408.794678,192.308029,58.274734,,,,,,,,,96.151306,6.219085
96.151855,3408.865234,192.324097,58.287556,,,,,,,,,96.159332,6.219085
96.159882,3408.416992,192.340149,58.30043,,,,,,,,,96.167366,6.219085
96.167908,3408.693604,192.356216,58.313435,,,,,,,,,96.175392,6.219085
96.175941,3408.824219,192.372269,58.326511,,,,,,,,,96.183418,6.219085
96.183968,3408.978027,192.388321,58.339424,,,,,,,,,96.191452,6.219085
96.191994,3409.11792,192.404388,58.352058,,,,,,,,,96.199478,6.219085
96.200027,3409.077881,192.420441,58.364883,,,,,,,,,96.207504,6.219085
96.208054,3409.202393,192.436508,58.377712,,,,,,,,,96.215538,6.219085
96.21608,3408.955566,192.45256,58.390755,,,,,,,,,96.223564,6.219085
96.224113,3408.510986,192.468628,58.403854,,,,,,,,,96.23159,6.219085
96.23214,3408.129883,192.48468,58.417149,,,,,,,,,96.239624,6.219085
96.240166,3408.095459,192.500732,58.430367,,,,,,,,,96.24765,6.219085
96.248199,3407.882324,192.5168,58.443352,,,,,,,,,96.255676,6.219085
96.256226,3407.655029,192.532852,58.456589,,,,,,,,,96.26371,6.219085
96.264252,3407.746582,192.54892,58.470131,,,,,,,,,96.271736,6.220248
96.272285,3408.006592,192.564972,58.484356,,,,,,,,,96.279762,6.221411
96.280312,3408.315918,192.581024,58.499104,,,,,,,,,96.287796,6.222573
96.288338,3408.270996,192.597092,58.513725,,,,,,,,,96.295822,6.223736
96.296371,3408.137939,192.613144,58.528336,,,,,,,,,96.303848,6.224899
96.304398,3408.448486,192.629211,58.543079,,,,,,,,,96.311882,6.226061
96.312424,3408.703369,192.645264,58.557465,,,,,,,,,96.319908,6.227224
96.320457,3408.78833,192.661316,58.571602,,,,,,,,,96.327934,6.228387
96.328484,3408.957031,192.677383,58.585278,,,,,,,,,96.335968,6.22955
96.33651,3409.003906,192.693436,58.598606,,,,,,,,,96.343994,6.230712
96.344543,3409.053955,192.709503,58.611961,,,,,,,,,96.35202,6.230712
96.35257,3408.875732,192.725555,58.625221,,,,,,,,,96.360054,6.230712
96.360596,3408.694824,192.741608,58.638485,,,,,,,,,96.36808,6.230712
96.368629,3409.192871,192.757675,58.651955,,,,,,,,,96.376106,6.230712
96.376656,3409.152344,192.773727,58.665504,,,,,,,,,96.38414,6.230712
96.384682,3408.855957,192.789795,58.679035,,,,,,,,,96.392166,6.230712
96.392715,3408.582275,192.805847,58.692387,,,,,,,,,96.400192,6.230712
96.400742,3408.404297,192.821899,58.705639,,,,,,,,,96.408226,6.230712
96.408768,3408.50708,192.837967,58.718536,,,,,,,,,96.416252,6.230712
96.416801,3408.644043,192.854019,58.731438,,,,,,,,,96.424278,6.230712
96.424828,3409.038574,192.870087,58.743996,,,,,,,,,96.432312,6.230712
96.432854,3409.080322,192.886139,58.756416,,,,,,,,,96.440338,6.230712
96.440887,3409.347168,192.902191,58.768806,,,,,,,,,96.448364,6.230712
96.448914,3409.22583,192.918259,58.781548,,,,,,,,,96.456398,6.230712
96.45694,3409.393311,192.934311,58.794476,,,,,,,,,96.464424,6.230712
96.464973,3409.42749,192.950378,58.807598,,,,,,,,,96.47245,6.230712
96.473,3409.336182,192.966431,58.820389,,,,,,,,,96.480484,6.230712
96.481026,3409.179199,192.982483,58.833221,,,,,,,,,96.48851,6.230712
96.489059,3409.01709,192.99855,58.846268,,,,,,,,,96.496536,6.230712
96.497086,3409.115967,193.014603,58.859619,,,,,,,,,96.50457,6.230712
96.505112,3409.136475,193.03067,58.872562,,,,,,,,,96.512596,6.230712
96.513145,3408.941162,193.046722,58.885651,,,,,,,,,96.520622,6.230712
96.521172,3409.075928,193.062775,58.899082,,,,,,,,,96.528656,6.230712
96.529198,3409.403076,193.078842,58.912498,,,,,,,,,96.536682,6.230712
96.537231,3409.356201,193.094894,58.925934,,,,,,,,,96.544708,6.230712
96.545258,3409.19165,193.110962,58.939404,,,,,,,,,96.552742,6.230712
96.553284,3409.31665,193.127014,58.952847,,,,,,,,,96.560768,6.230712
96.561317,3409.745117,193.143066,58.966522,,,,,,,,,96.568794,6.230712
96.569344,3409.640381,193.159134,58.98035,,,,,,,,,96.576828,6.230712
96.57737,3409.203613,193.175186,58.993893,,,,,,,,,96.584854,6.230712
96.585403,3409.335693,193.191254,59.007511,,,,,,,,,96.59288,6.231854
96.59343,3409.236328,193.207306,59.021381,,,,,,,,,96.600914,6.232996
96.601456,3409.4021,193.223358,59.035278,,,,,,,,,96.60894,6.234137
96.609489,3409.59668,193.239426,59.049644,,,,,,,,,96.616966,6.235279
96.617516,3409.581299,193.255478,59.064159,,,,,,,,,96.625,6.23642
96.625542,3409.195801,193.271545,59.078564,,,,,,,,,96.633026,6.237561
96.633575,3408.833984,193.287598,59.093185,,,,,,,,,96.641052,6.238703
96.641602,3409.143555,193.303665,59.107922,,,,,,,,,96.649086,6.239844
96.649628,3408.744385,193.319717,59.123192,,,,,,,,,96.657112,6.240986
96.657661,3408.781494,193.33577,59.138515,,,,,,,,,96.665138,6.242127
96.665688,3408.809082,193.351837,59.153873,,,,,,,,,96.673172,6.242127
96.673714,3408.848145,193.367889,59.169258,,,,,,,,,96.681198,6.242127
96.681747,3408.864258,193.383957,59.18449,,,,,,,,,96.689224,6.242127
96.689774,3408.924561,193.400009,59.199318,,,,,,,,,96.697258,6.242127
96.6978,3408.815186,193.416061,59.214081,,,,,,,,,96.705284,6.242127
96.705833,3408.730713,193.432129,59.229153,,,,,,,,,96.71331,6.242127
96.71386,3408.955078,193.448181,59.244015,,,,,,,,,96.721344,6.242127
96.721886,3409.137939,193.464249,59.258739,,,,,,,,,96.72937,6.242127
96.729919,3409.044189,193.480301,59.273239,,,,,,,,,96.737396,6.242127
96.737946,3408.871826,193.496353,59.287693,,,,,,,,,96.74543,6.242127
96.745972,3408.734863,193.512421,59.301765,,,,,,,,,96.753456,6.242127
96.754005,3408.667969,193.528473,59.315548,,,,,,,,,96.761482,6.242127
96.762032,3408.555908,193.54454,59.329067,,,,,,,,,96.769516,6.242127
96.770058,3408.525146,193.560593,59.342812,,,,,,,,,96.777542,6.242127
96.778091,3408.792969,193.576645,59.356808,,,,,,,,,96.785568,6.242127
96.786118,3408.564209,193.592712,59.370647,,,,,,,,,96.793602,6.242127
96.794144,3408.519531,193.608765,59.384125,,,,,,,,,96.801628,6.242127
96.802177,3408.825684,193.624832,59.397701,,,,,,,,,96.809654,6.242127
96.810204,3408.967529,193.640884,59.411667,,,,,,,,,96.817688,6.242127
96.81823,3408.732666,193.656937,59.425503,,,,,,,,,96.825714,6.242127
96.826263,3408.342285,193.673004,59.439102,,,,,,,,,96.83374,6.243248
96.83429,3408.403809,193.689056,59.453091,,,,,,,,,96.841774,6.244369
96.842316,3407.98999,193.705124,59.467285,,,,,,,,,96.8498,6.245489
96.850349,3407.812988,193.721176,59.481388,,,,,,,,,96.857826,6.24661
96.858376,3407.810059,193.737228,59.495193,,,,,,,,,96.86586,6.24773
96.866402,3407.759521,193.753296,59.508888,,,,,,,,,96.873886,6.248851
96.874435,3407.740723,193.769348,59.52224,,,,,,,,,96.881912,6.249971
96.882462,3407.615723,193.785416,59.535629,,,,,,,,,96.889946,6.251092
96.890488,3407.929932,193.801468,59.549126,,,,,,,,,96.897972,6.252213
96.898521,3408.18457,193.81752,59.562962,,,,,,,,,96.905998,6.253333
96.906548,3408.314697,193.833588,59.576717,,,,,,,,,96.914032,6.253333
96.914574,3408.209717,193.84964,59.590588,,,,,,,,,96.922058,6.253333
96.922607,3407.908447,193.865707,59.604481,,,,,,,,,96.930084,6.253333
96.930634,3407.769287,193.88176,59.617981,,,,,,,,,96.938118,6.253333
96.93866,3407.741211,193.897812,59.631424,,,,,,,,,96.946144,6.253333
96.946693,3407.59375,193.913879,59.64518,,,,,,,,,96.95417,6.253333
96.95472,3407.526123,193.929932,59.658733,,,,,,,,,96.962204,6.253333
96.962746,3407.711914,193.945999,59.672298,,,,,,,,,96.97023,6.253333
96.970779,3407.90625,193.962051,59.685879,,,,,,,,,96.978256,6.253333
96.978806,3407.893066,193.978104,59.699295,,,,,,,,,96.98629,6.253333
96.986832,3407.620117,193.994171,59.712391,,,,,,,,,96.994316,6.253333
96.994865,3407.880371,194.010223,59.725182,,,,,,,,,97.002342,6.253333
97.002892,3407.647461,194.026291,59.73806,,,,,,,,,97.010376,6.253333
97.010918,3407.443604,194.042343,59.751404,,,,,,,,,97.018402,6.253333
97.018951,3407.302246,194.058411,59.764908,,,,,,,,,97.026428,6.253333
97.026978,3407.568115,194.074463,59.778332,,,,,,,,,97.034462,6.253333
97.035004,3407.962891,194.090515,59.791462,,,,,,,,,97.042488,6.253333
97.043037,3408.23999,194.106583,59.804047,,,,,,,,,97.050514,6.253333
97.051064,3408.48291,194.122635,59.81662,,,,,,,,,97.058548,6.253333
97.05909,3408.13916,194.138702,59.829235,,,,,,,,,97.066574,6.253333
97.067123,3408.197998,194.154755,59.841652,,,,,,,,,97.0746,6.253333
97.07515,3408.243164,194.170807,59.854118,,,,,,,,,97.082634,6.253333
97.083176,3408.147217,194.186874,59.867008,,,,,,,,,97.09066,6.253333
97.091209,3407.927002,194.202927,59.880348,,,,,,,,,97.098686,6.253333
97.099236,3407.81665,194.218994,59.894005,,,,,,,,,97.10672,6.253333
97.107262,3407.712891,194.235046,59.90799,,,,,,,,,97.114746,6.253333
97.115295,3407.721436,194.251099,59.922234,,,,,,,,,97.122772,6.253333
97.123322,3407.56665,194.267166,59.936333,,,,,,,,,97.130806,6.253333
97.131348,3407.406982,194.283218,59.951218,,,,,,,,,97.138832,6.253333
97.139381,3407.567627,194.299286,59.965576,,,,,,,,,97.146858,6.253333
97.147408,3407.554932,194.315338,59.979565,,,,,,,,,97.154892,6.253333
97.155434,3407.664307,194.33139,59.993618,,,,,,,,,97.162918,6.253333
97.163467,3407.898926,194.347458,60.007545,,,,,,,,,97.170944,6.253333
97.171494,3407.833496,194.36351,60.021439,,,,,,,,,97.178978,6.253333
97.17952,3407.553711,194.379578,60.035194,,,,,,,,,97.187004,6.253333
97.187553,3407.515137,194.39563,60.048958,,,,,,,,,97.19503,6.253333
97.19558,3407.832031,194.411682,60.062889,,,,,,,,,97.203064,6.253333
97.203606,3408.095947,194.42775,60.077309,,,,,,,,,97.21109,6.253333
97.211639,3408.279541,194.443802,60.091991,,,,,,,,,97.219116,6.253333
97.219666,3408.4021,194.459869,60.106865,,,,,,,,,97.22715,6.253333
97.227692,3408.262695,194.475922,60.122032,,,,,,,,,97.235176,6.253333
97.235725,3408.37207,194.491974,60.137665,,,,,,,,,97.243202,6.253333
97.243752,3408.301025,194.508041,60.153412,,,,,,,,,97.251236,6.253333
97.251778,3408.075439,194.524094,60.168865,,,,,,,,,97.259262,6.253333
97.259811,3408.335693,194.540161,60.184139,,,,,,,,,97.267288,6.253333
97.267838,3408.866211,194.556213,60.199223,,,,,,,,,97.275322,6.253333
97.275864,3409.000244,194.572266,60.213909,,,,,,,,,97.283348,6.253333
97.283897,3409.031738,194.588333,60.227898,,,,,,,,,97.291374,6.253333
97.291924,3409.190186,194.604385,60.241543,,,,,,,,,97.299408,6.253333
97.29995,3409.354736,194.620453,60.254745,,,,,,,,,97.307434,6.253333
97.307983,3409.327148,194.636505,60.2672,,,,,,,,,97.31546,6.253333
97.31601,3409.035645,194.652557,60.279915,,,,,,,,,97.323494,6.253333
97.324036,3408.915039,194.668625,60.292419,,,,,,,,,97.33152,6.253333
97.332069,3409.068359,194.684677,60.305408,,,,,,,,,97.339546,6.253333
97.340096,3408.995605,194.700745,60.318546,,,,,,,,,97.34758,6.253333
97.348122,3408.861816,194.716797,60.331612,,,,,,,,,97.355606,6.253333
97.356155,3408.993408,194.732849,60.345451,,,,,,,,,97.363632,6.253333
97.364182,3409.070068,194.748917,60.359203,,,,,,,,,97.371666,6.253333
97.372208,3408.892822,194.764969,60.37307,,,,,,,,,97.379692,6.253333
97.380241,3408.674072,194.781036,60.386486,,,,,,,,,97.387718,6.253333
97.388268,3408.553467,194.797089,60.400036,,,,,,,,,97.395752,6.25553
97.396294,3408.50415,194.813141,60.413422,,,,,,,,,97.403778,6.257728
97.404327,3408.390625,194.829208,60.427166,,,,,,,,,97.411804,6.259925
97.412354,3408.145264,194.845261,60.440704,,,,,,,,,97.419838,6.262122
97.42038,3407.9104,194.861328,60.453945,,,,,,,,,97.427864,6.264319
97.428413,3407.803955,194.87738,60.466904,,,,,,,,,97.43589,6.266516
97.43644,3407.862793,194.893448,60.479927,,,,,,,,,97.443924,6.268713
97.444466,3407.722412,194.9095,60.493126,,,,,,,,,97.45195,6.270911
97.452499,3407.813721,194.925552,60.506481,,,,,,,,,97.459976,6.273108
97.460526,3407.9104,194.94162,60.519791,,,,,,,,,97.46801,6.275305
97.468552,3407.658936,194.957672,60.532948,,,,,,,,,97.476036,6.275305
97.476585,3407.464844,194.97374,60.546181,,,,,,,,,97.484062,6.275305
97.484612,3407.57373,194.989792,60.55946,,,,,,,,,97.492096,6.275305
97.492638,3407.690186,195.005844,60.572666,,,,,,,,,97.500122,6.275305
97.500671,3407.523193,195.021912,60.585999,,,,,,,,,97.508148,6.275305
97.508698,3407.801025,195.037964,60.599575,,,,,,,,,97.516182,6.275305
97.516724,3407.640869,195.054031,60.61293,,,,,,,,,97.524208,6.275305
97.524757,3407.922607,195.070084,60.62611,,,,,,,,,97.532234,6.275305
97.532784,3408.104492,195.086136,60.639442,,,,,,,,,97.540268,6.275305
97.54081,3408.296387,195.102203,60.65308,,,,,,,,,97.548294,6.275305
97.548843,3408.544678,195.118256,60.666981,,,,,,,,,97.55632,6.275305
97.55687,3408.351318,195.134323,60.680374,,,,,,,,,97.564354,6.275305
97.564896,3408.063965,195.150375,60.694004,,,,,,,,,97.57238,6.275305
97.572929,3407.874268,195.166428,60.707905,,,,,,,,,97.580406,6.275305
97.580956,3408.065674,195.182495,60.721653,,,,,,,,,97.58844,6.275305
97.588982,3408.427979,195.198547,60.735676,,,,,,,,,97.596466,6.275305
97.597015,3408.505615,195.214615,60.749874,,,,,,,,,97.604492,6.275305
97.605042,3408.415771,195.230667,60.763882,,,,,,,,,97.612526,6.275305
97.613068,3408.340576,195.246719,60.778282,,,,,,,,,97.620552,6.275305
97.621101,3408.387451,195.262787,60.792915,,,,,,,,,97.628578,6.275305
97.629128,3408.342773,195.278839,60.807037,,,,,,,,,97.636612,6.275305
97.637154,3408.164795,195.294907,60.82119,,,,,,,,,97.644638,6.275305
97.645187,3408.199951,195.310959,60.835503,,,,,,,,,97.652664,6.275305
97.653214,3408.305908,195.327011,60.849667,,,,,,,,,97.660698,6.275305
97.66124,3408.325439,195.343079,60.863647,,,,,,,,,97.668724,6.275305
97.669273,3408.36499,195.359131,60.877907,,,,,,,,,97.67675,6.275305
97.677299,3408.421875,195.375198,60.892467,,,,,,,,,97.684784,6.275305
97.685326,3408.616699,195.391251,60.907181,,,,,,,,,97.69281,6.275305
97.693359,3408.443359,195.407303,60.921848,,,,,,,,,97.700836,6.275305
97.701385,3408.154053,195.42337,60.936211,,,,,,,,,97.70887,6.275305
97.709412,3408.197021,195.439423,60.95031,,,,,,,,,97.716896,6.275305
97.717445,3408.068604,195.45549,60.964222,,,,,,,,,97.724922,6.275305
97.725471,3408.24585,195.471542,60.978027,,,,,,,,,97.732956,6.275305
97.733498,3408.157227,195.487595,60.991692,,,,,,,,,97.740982,6.275305
97.741531,3407.840088,195.503662,61.00515,,,,,,,,,97.749008,6.275305
97.749557,3407.47583,195.519714,61.018784,,,,,,,,,97.757042,6.275305
97.757584,3407.195801,195.535782,61.032612,,,,,,,,,97.765068,6.275305
97.765617,3409.304199,195.551834,61.046154,,,,,,,,,97.773094,6.275305
97.773643,3409.880615,195.567886,61.059757,,,,,,,,,97.781128,6.275305
97.78167,3410.51416,195.583954,61.073891,,,,,,,,,97.789154,6.275305
97.789703,3409.186768,195.600006,61.088425,,,,,,,,,97.79718,6.275305
97.797729,3409.067871,195.616074,61.103329,,,,,,,,,97.805214,6.275305
97.805756,3409.08252,195.632126,61.117973,,,,,,,,,97.81324,6.275305
97.813789,3409.65918,195.648178,61.133251,,,,,,,,,97.821266,6.275305
97.821815,3409.439453,195.664246,61.149223,,,,,,,,,97.8293,6.275305
97.829842,3409.360107,195.680298,61.164864,,,,,,,,,97.837326,6.275305
97.837875,3409.818848,195.696365,61.180298,,,,,,,,,97.845352,6.275305
97.845901,3409.752441,195.712418,61.19529,,,,,,,,,97.853386,6.275305
97.853928,3409.826416,195.728485,61.210514,,,,,,,,,97.861412,6.275305
97.861961,3410.330078,195.744537,61.226078,,,,,,,,,97.869438,6.275305
97.869987,3409.387451,195.76059,61.241394,,,,,,,,,97.877472,6.275305
97.878014,3408.908936,195.776657,61.255997,,,,,,,,,97.885498,6.275305
97.886047,3408.320801,195.792709,61.270409,,,,,,,,,97.893524,6.275305
97.894073,3408.499023,195.808777,61.284134,,,,,,,,,97.901558,6.275305
97.9021,3408.138184,195.824829,61.297169,,,,,,,,,97.909584,6.275305
97.910133,3408.883301,195.840881,61.310612,,,,,,,,,97.91761,6.275305
97.918159,3408.575195,195.856949,61.324684,,,,,,,,,97.925644,6.275305
97.926186,3408.757813,195.873001,61.338978,,,,,,,,,97.93367,6.275305
97.934219,3408.811768,195.889069,61.353195,,,,,,,,,97.941696,6.275305
97.942245,3408.707275,195.905121,61.367046,,,,,,,,,97.94973,6.275305
97.950272,3408.971924,195.921173,61.380959,,,,,,,,,97.957756,6.277422
97.958305,3409.857422,195.937241,61.395157,,,,,,,,,97.965782,6.27954
97.966331,3409.595947,195.953293,61.409264,,,,,,,,,97.973816,6.281657
97.974358,3408.872314,195.96936,61.423054,,,,,,,,,97.981842,6.283774
97.982391,3408.901611,195.985413,61.437115,,,,,,,,,97.989868,6.285891
97.990417,3409.376465,196.001465,61.45134,,,,,,,,,97.997902,6.288008
97.998444,3408.623535,196.017532,61.465343,,,,,,,,,98.005928,6.290125
98.006477,3409.178955,196.033585,61.479424,,,,,,,,,98.013954,6.292243
98.014503,3409.581543,196.049652,61.493633,,,,,,,,,98.021988,6.29436
98.02253,3409.347168,196.065704,61.507393,,,,,,,,,98.030014,6.296477
98.030563,3408.644287,196.081757,61.520378,,,,,,,,,98.03804,6.296477
98.038589,3408.660645,196.097824,61.533001,,,,,,,,,98.046074,6.296477
98.046616,3408.224609,196.113876,61.545231,,,,,,,,,98.0541,6.296477
98.054649,3408.335205,196.129944,61.557224,,,,,,,,,98.062126,6.296477
98.062675,3408.503418,196.145996,61.568642,,,,,,,,,98.07016,6.296477
98.070702,3409.649902,196.162048,61.58004,,,,,,,,,98.078186,6.296477
98.078735,3409.712891,196.178116,61.591335,,,,,,,,,98.086212,6.296477
98.086761,3410.103516,196.194168,61.603256,,,,,,,,,98.094246,6.296477
98.094788,3410.717529,196.210236,61.615604,,,,,,,,,98.102272,6.296477
98.102821,3410.673828,196.226288,61.627743,,,,,,,,,98.110298,6.296477
98.110847,3410.332031,196.24234,61.639774,,,,,,,,,98.118332,6.296477
98.118874,3410.281006,196.258408,61.651943,,,,,,,,,98.126358,6.296477
98.126907,3410.164551,196.27446,61.664238,,,,,,,,,98.134384,6.296477
98.134933,3409.780273,196.290527,61.676697,,,,,,,,,98.142418,6.296477
98.14296,3409.348145,196.30658,61.68919,,,,,,,,,98.150444,6.296477
98.150993,3409.884277,196.322632,61.701618,,,,,,,,,98.15847,6.296477
98.159019,3408.92041,196.338699,61.714161,,,,,,,,,98.166504,6.296477
98.167046,3408.513184,196.354752,61.726707,,,,,,,,,98.17453,6.296477
98.175079,3408.877197,196.370819,61.738998,,,,,,,,,98.182556,6.296477
98.183105,3409.767822,196.386871,61.751705,,,,,,,,,98.19059,6.296477
98.191132,3409.564209,196.402924,61.765129,,,,,,,,,98.198616,6.296477
98.199165,3409.824707,196.418991,61.778664,,,,,,,,,98.206642,6.296477
